person_id,file_id,touches,recency_weight,first_seen,last_seen,sensitive_weight
19925934+rickwwh@users.noreply.github.com,.github/dependabot.yml,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,.github/workflows/ci.yml,5,4.987447,2026-02-02T18:15:38+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,.github/workflows/sbom.yml,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,.github/workflows/security.yml,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,.github/workflows/vuln.yml,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,CHANGELOG.md,2,1.999207,2026-02-03T15:58:15+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,Makefile,2,1.999207,2026-02-03T15:58:15+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,README.md,8,7.976640,2026-02-02T18:15:38+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,ROADMAP.md,6,5.984618,2026-02-02T21:00:18+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,SECURITY.md,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,auth/interfaces.go,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,1.00
19925934+rickwwh@users.noreply.github.com,cmd/soak/main.go,2,1.999207,2026-02-03T15:58:15+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,docs/auth.md,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,docs/integrations.md,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,docs/observability.md,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,docs/production_checklist.md,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,docs/security.md,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,docs/server.md,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,logger/ringbuffer.go,5,4.990841,2026-02-02T18:15:38+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,logger/ringbuffer_test.go,2,1.995732,2026-02-02T18:15:38+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,middleware/access_log.go,7,6.983126,2026-02-02T18:15:38+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,middleware/cors.go,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,middleware/logger.go,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,middleware/middleware_test.go,4,3.988818,2026-02-02T21:00:18+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,middleware/recovery.go,2,1.995732,2026-02-02T18:15:38+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,middleware/static.go,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,middleware/trusted_proxy.go,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,router/README.md,6,5.983852,2026-02-02T18:15:38+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,router/frozen.go,7,6.980250,2026-02-02T18:15:38+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,router/pprof.go,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,router/router.go,8,7.976795,2026-02-02T18:15:38+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,router/router_fuzz_test.go,2,1.995732,2026-02-02T18:15:38+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,router/router_test.go,8,7.979524,2026-02-02T18:15:38+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,router/serve.go,1,0.999952,2026-02-03T20:19:26+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,server/graceful_test.go,2,1.996170,2026-02-02T21:00:18+08:00,2026-02-03T20:19:26+08:00,0.00
19925934+rickwwh@users.noreply.github.com,server/graceful.go,3,2.991614,2026-02-02T18:15:38+08:00,2026-02-03T16:11:23+08:00,0.00
19925934+rickwwh@users.noreply.github.com,.github/workflows/bench.yml,1,0.999254,2026-02-03T15:58:15+08:00,2026-02-03T15:58:15+08:00,0.00
19925934+rickwwh@users.noreply.github.com,.github/workflows/fuzz.yml,1,0.999254,2026-02-03T15:58:15+08:00,2026-02-03T15:58:15+08:00,0.00
19925934+rickwwh@users.noreply.github.com,RELEASE.md,1,0.999254,2026-02-03T15:58:15+08:00,2026-02-03T15:58:15+08:00,0.00
19925934+rickwwh@users.noreply.github.com,benchmarks/README.md,1,0.999254,2026-02-03T15:58:15+08:00,2026-02-03T15:58:15+08:00,0.00
19925934+rickwwh@users.noreply.github.com,benchmarks/baseline.txt,1,0.999254,2026-02-03T15:58:15+08:00,2026-02-03T15:58:15+08:00,0.00
19925934+rickwwh@users.noreply.github.com,middleware/request_id.go,2,1.995034,2026-02-02T18:15:38+08:00,2026-02-03T15:58:15+08:00,0.00
19925934+rickwwh@users.noreply.github.com,scripts/bench-compare.sh,1,0.999254,2026-02-03T15:58:15+08:00,2026-02-03T15:58:15+08:00,0.00
19925934+rickwwh@users.noreply.github.com,scripts/bench-update.sh,1,0.999254,2026-02-03T15:58:15+08:00,2026-02-03T15:58:15+08:00,0.00
19925934+rickwwh@users.noreply.github.com,scripts/bench.sh,1,0.999254,2026-02-03T15:58:15+08:00,2026-02-03T15:58:15+08:00,0.00
19925934+rickwwh@users.noreply.github.com,scripts/soak.sh,1,0.999254,2026-02-03T15:58:15+08:00,2026-02-03T15:58:15+08:00,0.00
19925934+rickwwh@users.noreply.github.com,router/group.go,4,3.985411,2026-02-02T21:00:18+08:00,2026-02-02T23:03:09+08:00,0.00
19925934+rickwwh@users.noreply.github.com,router/trie.go,4,3.984972,2026-02-02T18:15:38+08:00,2026-02-02T23:03:09+08:00,0.00
19925934+rickwwh@users.noreply.github.com,go.mod,5,4.980888,2026-02-02T18:15:38+08:00,2026-02-02T21:40:00+08:00,0.00
19925934+rickwwh@users.noreply.github.com,.github/workflows/linter.yml,5,4.980700,2026-02-02T18:15:38+08:00,2026-02-02T21:09:45+08:00,0.00
19925934+rickwwh@users.noreply.github.com,.golangci.yml,2,1.991997,2026-02-02T18:15:38+08:00,2026-02-02T21:00:18+08:00,0.00
